folder,inner_folder,method,R,quartet_score
15-taxon,100gene-100bp/estimated-genetrees,astral-none,4,1313
15-taxon,100gene-100bp/estimated-genetrees,astral-none,5,1225
15-taxon,100gene-100bp/estimated-genetrees,astral-none,6,1331
15-taxon,100gene-100bp/estimated-genetrees,astral-none,7,1259
15-taxon,100gene-100bp/estimated-genetrees,astral-none,8,1173
15-taxon,100gene-100bp/estimated-genetrees,astral-none,9,1290
15-taxon,100gene-100bp/estimated-genetrees,astral-none,10,1301
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,1,1353
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,2,1291
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,3,1353
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,4,1353
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,5,1365
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,6,1365
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,7,1343
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,8,1331
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,9,1365
15-taxon,100gene-1000bp/estimated-genetrees,astral-none,10,1365
15-taxon,100gene-true,astral-none,1,1365
15-taxon,100gene-true,astral-none,2,1365
15-taxon,100gene-true,astral-none,3,1365
15-taxon,100gene-true,astral-none,4,1365
15-taxon,100gene-true,astral-none,5,1365
15-taxon,100gene-true,astral-none,6,1365
15-taxon,100gene-true,astral-none,7,1365
15-taxon,100gene-true,astral-none,8,1365
15-taxon,100gene-true,astral-none,9,1365
15-taxon,100gene-true,astral-none,10,1365
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,1,1265
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,2,1301
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,3,1301
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,4,1301
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,5,1301
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,6,1331
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,7,1301
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,8,1331
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,9,1301
15-taxon,1000gene-100bp/estimated-genetrees,astral-none,10,1331
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,1,1365
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,2,1365
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,3,1353
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,4,1353
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,5,1365
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,6,1365
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,7,1353
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,8,1365
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,9,1365
15-taxon,1000gene-1000bp/estimated-genetrees,astral-none,10,1353
15-taxon,1000gene-true,astral-none,1,1365
15-taxon,1000gene-true,astral-none,2,1365
15-taxon,1000gene-true,astral-none,3,1365
15-taxon,1000gene-true,astral-none,4,1365
15-taxon,1000gene-true,astral-none,5,1365
15-taxon,1000gene-true,astral-none,6,1365
15-taxon,1000gene-true,astral-none,7,1365
15-taxon,1000gene-true,astral-none,8,1365
15-taxon,1000gene-true,astral-none,9,1365
15-taxon,1000gene-true,astral-none,10,1365
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,1,65469
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,2,64785
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,3,65709
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,4,65805
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,5,64449
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,6,66045
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,7,65805
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,8,64479
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,9,64785
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,10,65805
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,11,64785
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,12,65709
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,13,65949
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,14,65805
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,15,65949
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,16,64545
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,17,65277
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,18,64545
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,19,64449
37-taxon,estimated-genetrees/0.5X-200-500,astral-none,20,64017
37-taxon,estimated-genetrees/1X-200-500,astral-none,1,65949
37-taxon,estimated-genetrees/1X-200-500,astral-none,2,65979
37-taxon,estimated-genetrees/1X-200-500,astral-none,3,64785
37-taxon,estimated-genetrees/1X-200-500,astral-none,4,66045
37-taxon,estimated-genetrees/1X-200-500,astral-none,5,66045
37-taxon,estimated-genetrees/1X-200-500,astral-none,6,64479
37-taxon,estimated-genetrees/1X-200-500,astral-none,7,65883
37-taxon,estimated-genetrees/1X-200-500,astral-none,8,66045
37-taxon,estimated-genetrees/1X-200-500,astral-none,9,65277
37-taxon,estimated-genetrees/1X-200-500,astral-none,10,64785
37-taxon,estimated-genetrees/1X-200-500,astral-none,11,66045
37-taxon,estimated-genetrees/1X-200-500,astral-none,12,65805
37-taxon,estimated-genetrees/1X-200-500,astral-none,13,64689
37-taxon,estimated-genetrees/1X-200-500,astral-none,14,65805
37-taxon,estimated-genetrees/1X-200-500,astral-none,15,63665
37-taxon,estimated-genetrees/1X-200-500,astral-none,16,65805
37-taxon,estimated-genetrees/1X-200-500,astral-none,17,65709
37-taxon,estimated-genetrees/1X-200-500,astral-none,18,66045
37-taxon,estimated-genetrees/1X-200-500,astral-none,19,65949
37-taxon,estimated-genetrees/1X-200-500,astral-none,20,64017
37-taxon,estimated-genetrees/1X-200-1000,astral-none,1,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,2,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,3,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,4,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,5,65277
37-taxon,estimated-genetrees/1X-200-1000,astral-none,6,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,7,65709
37-taxon,estimated-genetrees/1X-200-1000,astral-none,8,65805
37-taxon,estimated-genetrees/1X-200-1000,astral-none,9,65373
37-taxon,estimated-genetrees/1X-200-1000,astral-none,10,64785
37-taxon,estimated-genetrees/1X-200-1000,astral-none,11,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,12,65805
37-taxon,estimated-genetrees/1X-200-1000,astral-none,13,64689
37-taxon,estimated-genetrees/1X-200-1000,astral-none,14,65805
37-taxon,estimated-genetrees/1X-200-1000,astral-none,15,65373
37-taxon,estimated-genetrees/1X-200-1000,astral-none,16,65373
37-taxon,estimated-genetrees/1X-200-1000,astral-none,17,65949
37-taxon,estimated-genetrees/1X-200-1000,astral-none,18,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,19,66045
37-taxon,estimated-genetrees/1X-200-1000,astral-none,20,65805
37-taxon,estimated-genetrees/1X-800-500,astral-none,1,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,2,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,3,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,4,65805
37-taxon,estimated-genetrees/1X-800-500,astral-none,5,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,6,65949
37-taxon,estimated-genetrees/1X-800-500,astral-none,7,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,8,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,9,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,10,65949
37-taxon,estimated-genetrees/1X-800-500,astral-none,11,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,12,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,13,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,14,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,15,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,16,65949
37-taxon,estimated-genetrees/1X-800-500,astral-none,17,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,18,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,19,66045
37-taxon,estimated-genetrees/1X-800-500,astral-none,20,65805
37-taxon,estimated-genetrees/1X-800-1000,astral-none,1,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,2,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,3,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,4,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,5,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,6,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,7,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,8,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,9,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,10,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,11,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,12,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,13,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,14,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,15,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,16,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,17,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,18,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,19,66045
37-taxon,estimated-genetrees/1X-800-1000,astral-none,20,66045
37-taxon,estimated-genetrees/2X-200-500,astral-none,1,65949
37-taxon,estimated-genetrees/2X-200-500,astral-none,2,66045
37-taxon,estimated-genetrees/2X-200-500,astral-none,3,66045
37-taxon,estimated-genetrees/2X-200-500,astral-none,4,65949
37-taxon,estimated-genetrees/2X-200-500,astral-none,5,66045
37-taxon,estimated-genetrees/2X-200-500,astral-none,6,65709
37-taxon,estimated-genetrees/2X-200-500,astral-none,7,65805
37-taxon,estimated-genetrees/2X-200-500,astral-none,8,65805
37-taxon,estimated-genetrees/2X-200-500,astral-none,9,65709
37-taxon,estimated-genetrees/2X-200-500,astral-none,10,66045
37-taxon,estimated-genetrees/2X-200-500,astral-none,11,65979
37-taxon,estimated-genetrees/2X-200-500,astral-none,12,65979
37-taxon,estimated-genetrees/2X-200-500,astral-none,13,65883
37-taxon,estimated-genetrees/2X-200-500,astral-none,14,65373
37-taxon,estimated-genetrees/2X-200-500,astral-none,15,65805
37-taxon,estimated-genetrees/2X-200-500,astral-none,16,66045
37-taxon,estimated-genetrees/2X-200-500,astral-none,17,65709
37-taxon,estimated-genetrees/2X-200-500,astral-none,18,65979
37-taxon,estimated-genetrees/2X-200-500,astral-none,19,66045
37-taxon,estimated-genetrees/2X-200-500,astral-none,20,66045
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,1,172715
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,2,171651
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,3,188658
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,4,176410
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,5,182439
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,6,172690
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,7,171993
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,8,165489
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,9,186900
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,10,179310
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,11,170546
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,12,171570
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,13,175454
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,14,178315
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,15,178110
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,16,180279
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,17,170500
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,18,180915
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,19,174333
48-taxon,estimated-genetrees/0.5X-1000-500,astral-none,20,180544
48-taxon,estimated-genetrees/1X-25-500,astral-none,1,144592
48-taxon,estimated-genetrees/1X-25-500,astral-none,2,159692
48-taxon,estimated-genetrees/1X-25-500,astral-none,3,147374
48-taxon,estimated-genetrees/1X-25-500,astral-none,4,146193
48-taxon,estimated-genetrees/1X-25-500,astral-none,5,155061
48-taxon,estimated-genetrees/1X-25-500,astral-none,6,161325
48-taxon,estimated-genetrees/1X-25-500,astral-none,7,160603
48-taxon,estimated-genetrees/1X-25-500,astral-none,8,151106
48-taxon,estimated-genetrees/1X-25-500,astral-none,9,146397
48-taxon,estimated-genetrees/1X-25-500,astral-none,10,154512
48-taxon,estimated-genetrees/1X-25-500,astral-none,11,147095
48-taxon,estimated-genetrees/1X-25-500,astral-none,12,140974
48-taxon,estimated-genetrees/1X-25-500,astral-none,13,152432
48-taxon,estimated-genetrees/1X-25-500,astral-none,14,145710
48-taxon,estimated-genetrees/1X-25-500,astral-none,15,145483
48-taxon,estimated-genetrees/1X-25-500,astral-none,16,154877
48-taxon,estimated-genetrees/1X-25-500,astral-none,17,142556
48-taxon,estimated-genetrees/1X-25-500,astral-none,18,143491
48-taxon,estimated-genetrees/1X-25-500,astral-none,19,153862
48-taxon,estimated-genetrees/1X-25-500,astral-none,20,158897
48-taxon,estimated-genetrees/1X-50-500,astral-none,1,158709
48-taxon,estimated-genetrees/1X-50-500,astral-none,2,141341
48-taxon,estimated-genetrees/1X-50-500,astral-none,3,148138
48-taxon,estimated-genetrees/1X-50-500,astral-none,4,162271
48-taxon,estimated-genetrees/1X-50-500,astral-none,5,152200
48-taxon,estimated-genetrees/1X-50-500,astral-none,6,150924
48-taxon,estimated-genetrees/1X-50-500,astral-none,7,162792
48-taxon,estimated-genetrees/1X-50-500,astral-none,8,172358
48-taxon,estimated-genetrees/1X-50-500,astral-none,9,153008
48-taxon,estimated-genetrees/1X-50-500,astral-none,10,156886
48-taxon,estimated-genetrees/1X-50-500,astral-none,11,142148
48-taxon,estimated-genetrees/1X-50-500,astral-none,12,151633
48-taxon,estimated-genetrees/1X-50-500,astral-none,13,153066
48-taxon,estimated-genetrees/1X-50-500,astral-none,14,146610
48-taxon,estimated-genetrees/1X-50-500,astral-none,15,153051
48-taxon,estimated-genetrees/1X-50-500,astral-none,16,145742
48-taxon,estimated-genetrees/1X-50-500,astral-none,17,149661
48-taxon,estimated-genetrees/1X-50-500,astral-none,18,146121
48-taxon,estimated-genetrees/1X-50-500,astral-none,19,155264
48-taxon,estimated-genetrees/1X-50-500,astral-none,20,164452
48-taxon,estimated-genetrees/1X-100-500,astral-none,1,162198
48-taxon,estimated-genetrees/1X-100-500,astral-none,2,155175
48-taxon,estimated-genetrees/1X-100-500,astral-none,3,145172
48-taxon,estimated-genetrees/1X-100-500,astral-none,4,149999
48-taxon,estimated-genetrees/1X-100-500,astral-none,5,147302
48-taxon,estimated-genetrees/1X-100-500,astral-none,6,156444
48-taxon,estimated-genetrees/1X-100-500,astral-none,7,169014
48-taxon,estimated-genetrees/1X-100-500,astral-none,8,175240
48-taxon,estimated-genetrees/1X-100-500,astral-none,9,150334
48-taxon,estimated-genetrees/1X-100-500,astral-none,10,154938
48-taxon,estimated-genetrees/1X-100-500,astral-none,11,145718
48-taxon,estimated-genetrees/1X-100-500,astral-none,12,147976
48-taxon,estimated-genetrees/1X-100-500,astral-none,13,151012
48-taxon,estimated-genetrees/1X-100-500,astral-none,14,152747
48-taxon,estimated-genetrees/1X-100-500,astral-none,15,165171
48-taxon,estimated-genetrees/1X-100-500,astral-none,16,173759
48-taxon,estimated-genetrees/1X-100-500,astral-none,17,153249
48-taxon,estimated-genetrees/1X-100-500,astral-none,18,152594
48-taxon,estimated-genetrees/1X-100-500,astral-none,19,164311
48-taxon,estimated-genetrees/1X-100-500,astral-none,20,179703
48-taxon,estimated-genetrees/1X-200-500,astral-none,1,172200
48-taxon,estimated-genetrees/1X-200-500,astral-none,2,158966
48-taxon,estimated-genetrees/1X-200-500,astral-none,3,155660
48-taxon,estimated-genetrees/1X-200-500,astral-none,4,159653
48-taxon,estimated-genetrees/1X-200-500,astral-none,5,160725
48-taxon,estimated-genetrees/1X-200-500,astral-none,6,163720
48-taxon,estimated-genetrees/1X-200-500,astral-none,7,172957
48-taxon,estimated-genetrees/1X-200-500,astral-none,8,186634
48-taxon,estimated-genetrees/1X-200-500,astral-none,9,163615
48-taxon,estimated-genetrees/1X-200-500,astral-none,10,182695
48-taxon,estimated-genetrees/1X-200-500,astral-none,11,153952
48-taxon,estimated-genetrees/1X-200-500,astral-none,12,157766
48-taxon,estimated-genetrees/1X-200-500,astral-none,13,152201
48-taxon,estimated-genetrees/1X-200-500,astral-none,14,171642
48-taxon,estimated-genetrees/1X-200-500,astral-none,15,168509
48-taxon,estimated-genetrees/1X-200-500,astral-none,16,173079
48-taxon,estimated-genetrees/1X-200-500,astral-none,17,156720
48-taxon,estimated-genetrees/1X-200-500,astral-none,18,153806
48-taxon,estimated-genetrees/1X-200-500,astral-none,19,172465
48-taxon,estimated-genetrees/1X-200-500,astral-none,20,170671
48-taxon,estimated-genetrees/1X-500-500,astral-none,1,178183
48-taxon,estimated-genetrees/1X-500-500,astral-none,2,167291
48-taxon,estimated-genetrees/1X-500-500,astral-none,3,174985
48-taxon,estimated-genetrees/1X-500-500,astral-none,4,171238
48-taxon,estimated-genetrees/1X-500-500,astral-none,5,180443
48-taxon,estimated-genetrees/1X-500-500,astral-none,6,167042
48-taxon,estimated-genetrees/1X-500-500,astral-none,7,177996
48-taxon,estimated-genetrees/1X-500-500,astral-none,8,175952
48-taxon,estimated-genetrees/1X-500-500,astral-none,9,172250
48-taxon,estimated-genetrees/1X-500-500,astral-none,10,183720
48-taxon,estimated-genetrees/1X-500-500,astral-none,11,176237
48-taxon,estimated-genetrees/1X-500-500,astral-none,12,173663
48-taxon,estimated-genetrees/1X-500-500,astral-none,13,170725
48-taxon,estimated-genetrees/1X-500-500,astral-none,14,172802
48-taxon,estimated-genetrees/1X-500-500,astral-none,15,169269
48-taxon,estimated-genetrees/1X-500-500,astral-none,16,181502
48-taxon,estimated-genetrees/1X-500-500,astral-none,17,166494
48-taxon,estimated-genetrees/1X-500-500,astral-none,18,178358
48-taxon,estimated-genetrees/1X-500-500,astral-none,19,181183
48-taxon,estimated-genetrees/1X-500-500,astral-none,20,181880
48-taxon,estimated-genetrees/1X-1000-500,astral-none,1,175400
48-taxon,estimated-genetrees/1X-1000-500,astral-none,2,184247
48-taxon,estimated-genetrees/1X-1000-500,astral-none,3,180247
48-taxon,estimated-genetrees/1X-1000-500,astral-none,4,166501
48-taxon,estimated-genetrees/1X-1000-500,astral-none,5,
48-taxon,estimated-genetrees/1X-1000-500,astral-none,6,172353
48-taxon,estimated-genetrees/1X-1000-500,astral-none,7,180795
48-taxon,estimated-genetrees/1X-1000-500,astral-none,8,
48-taxon,estimated-genetrees/1X-1000-500,astral-none,9,181939
48-taxon,estimated-genetrees/1X-1000-500,astral-none,10,181592
48-taxon,estimated-genetrees/1X-1000-500,astral-none,11,189723
48-taxon,estimated-genetrees/1X-1000-500,astral-none,12,184730
48-taxon,estimated-genetrees/1X-1000-500,astral-none,13,172647
48-taxon,estimated-genetrees/1X-1000-500,astral-none,14,175535
48-taxon,estimated-genetrees/1X-1000-500,astral-none,15,171941
48-taxon,estimated-genetrees/1X-1000-500,astral-none,16,
48-taxon,estimated-genetrees/1X-1000-500,astral-none,17,
48-taxon,estimated-genetrees/1X-1000-500,astral-none,18,178270
48-taxon,estimated-genetrees/1X-1000-500,astral-none,19,188052
48-taxon,estimated-genetrees/1X-1000-500,astral-none,20,189723
48-taxon,estimated-genetrees/2X-1000-500,astral-none,1,184760
48-taxon,estimated-genetrees/2X-1000-500,astral-none,2,189723
48-taxon,estimated-genetrees/2X-1000-500,astral-none,3,187192
48-taxon,estimated-genetrees/2X-1000-500,astral-none,4,184312
48-taxon,estimated-genetrees/2X-1000-500,astral-none,5,184532
48-taxon,estimated-genetrees/2X-1000-500,astral-none,6,193880
48-taxon,estimated-genetrees/2X-1000-500,astral-none,7,184247
48-taxon,estimated-genetrees/2X-1000-500,astral-none,8,193880
48-taxon,estimated-genetrees/2X-1000-500,astral-none,9,191000
48-taxon,estimated-genetrees/2X-1000-500,astral-none,10,190932
48-taxon,estimated-genetrees/2X-1000-500,astral-none,11,190932
48-taxon,estimated-genetrees/2X-1000-500,astral-none,12,183263
48-taxon,estimated-genetrees/2X-1000-500,astral-none,13,189723
48-taxon,estimated-genetrees/2X-1000-500,astral-none,14,175572
48-taxon,estimated-genetrees/2X-1000-500,astral-none,15,181572
48-taxon,estimated-genetrees/2X-1000-500,astral-none,16,184247
48-taxon,estimated-genetrees/2X-1000-500,astral-none,17,192308
48-taxon,estimated-genetrees/2X-1000-500,astral-none,18,191000
48-taxon,estimated-genetrees/2X-1000-500,astral-none,19,194580
48-taxon,estimated-genetrees/2X-1000-500,astral-none,20,180383
37-taxon,true-genetrees/1X-200-true,astral-none,1,64785
37-taxon,true-genetrees/1X-200-true,astral-none,2,66045
37-taxon,true-genetrees/1X-200-true,astral-none,3,66045
37-taxon,true-genetrees/1X-200-true,astral-none,4,66045
37-taxon,true-genetrees/1X-200-true,astral-none,5,66045
37-taxon,true-genetrees/1X-200-true,astral-none,6,66045
37-taxon,true-genetrees/1X-200-true,astral-none,7,65949
37-taxon,true-genetrees/1X-200-true,astral-none,8,66045
37-taxon,true-genetrees/1X-200-true,astral-none,9,66045
37-taxon,true-genetrees/1X-200-true,astral-none,10,64785
37-taxon,true-genetrees/1X-200-true,astral-none,11,66045
37-taxon,true-genetrees/1X-200-true,astral-none,12,65805
37-taxon,true-genetrees/1X-200-true,astral-none,13,64689
37-taxon,true-genetrees/1X-200-true,astral-none,14,65805
37-taxon,true-genetrees/1X-200-true,astral-none,15,66045
37-taxon,true-genetrees/1X-200-true,astral-none,16,65805
37-taxon,true-genetrees/1X-200-true,astral-none,17,66045
37-taxon,true-genetrees/1X-200-true,astral-none,18,66045
37-taxon,true-genetrees/1X-200-true,astral-none,19,66045
37-taxon,true-genetrees/1X-200-true,astral-none,20,65373
37-taxon,true-genetrees/1X-400-true,astral-none,1,64785
37-taxon,true-genetrees/1X-400-true,astral-none,2,
37-taxon,true-genetrees/1X-400-true,astral-none,3,
37-taxon,true-genetrees/1X-400-true,astral-none,4,
37-taxon,true-genetrees/1X-400-true,astral-none,5,
37-taxon,true-genetrees/1X-400-true,astral-none,6,
37-taxon,true-genetrees/1X-400-true,astral-none,7,
37-taxon,true-genetrees/1X-400-true,astral-none,8,
37-taxon,true-genetrees/1X-400-true,astral-none,9,
37-taxon,true-genetrees/1X-400-true,astral-none,10,65373
37-taxon,true-genetrees/1X-400-true,astral-none,11,66045
37-taxon,true-genetrees/1X-400-true,astral-none,12,66045
37-taxon,true-genetrees/1X-400-true,astral-none,13,66045
37-taxon,true-genetrees/1X-400-true,astral-none,14,66045
37-taxon,true-genetrees/1X-400-true,astral-none,15,65805
37-taxon,true-genetrees/1X-400-true,astral-none,16,65805
37-taxon,true-genetrees/1X-400-true,astral-none,17,66045
37-taxon,true-genetrees/1X-400-true,astral-none,18,66045
37-taxon,true-genetrees/1X-400-true,astral-none,19,66045
37-taxon,true-genetrees/1X-400-true,astral-none,20,66045
37-taxon,true-genetrees/1X-800-true,astral-none,1,66045
37-taxon,true-genetrees/1X-800-true,astral-none,2,66045
37-taxon,true-genetrees/1X-800-true,astral-none,3,66045
37-taxon,true-genetrees/1X-800-true,astral-none,4,66045
37-taxon,true-genetrees/1X-800-true,astral-none,5,66045
37-taxon,true-genetrees/1X-800-true,astral-none,6,66045
37-taxon,true-genetrees/1X-800-true,astral-none,7,66045
37-taxon,true-genetrees/1X-800-true,astral-none,8,66045
37-taxon,true-genetrees/1X-800-true,astral-none,9,66045
37-taxon,true-genetrees/1X-800-true,astral-none,10,66045
37-taxon,true-genetrees/1X-800-true,astral-none,11,66045
37-taxon,true-genetrees/1X-800-true,astral-none,12,66045
37-taxon,true-genetrees/1X-800-true,astral-none,13,66045
37-taxon,true-genetrees/1X-800-true,astral-none,14,66045
37-taxon,true-genetrees/1X-800-true,astral-none,15,66045
37-taxon,true-genetrees/1X-800-true,astral-none,16,66045
37-taxon,true-genetrees/1X-800-true,astral-none,17,66045
37-taxon,true-genetrees/1X-800-true,astral-none,18,66045
37-taxon,true-genetrees/1X-800-true,astral-none,19,66045
37-taxon,true-genetrees/1X-800-true,astral-none,20,66045
