folder,inner_folder,method,R,quartet_score
48-taxon,estimated-genetrees/0.5X-1000-500,MV,11,133118
48-taxon,estimated-genetrees/0.5X-1000-500,OG,11,166551
48-taxon,estimated-genetrees/0.5X-1000-500,RD,11,150151
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,11,156718
48-taxon,estimated-genetrees/0.5X-1000-500,MP,12,150977
48-taxon,estimated-genetrees/0.5X-1000-500,MV,12,135587
48-taxon,estimated-genetrees/0.5X-1000-500,OG,12,175864
48-taxon,estimated-genetrees/0.5X-1000-500,RD,12,163119
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,12,151361
48-taxon,estimated-genetrees/0.5X-1000-500,MP,13,150804
48-taxon,estimated-genetrees/0.5X-1000-500,MV,13,141958
48-taxon,estimated-genetrees/0.5X-1000-500,OG,13,162302
48-taxon,estimated-genetrees/0.5X-1000-500,RD,13,159446
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,13,153989
48-taxon,estimated-genetrees/0.5X-1000-500,MP,14,157288
48-taxon,estimated-genetrees/0.5X-1000-500,MV,14,134630
48-taxon,estimated-genetrees/0.5X-1000-500,OG,14,169292
48-taxon,estimated-genetrees/0.5X-1000-500,RD,14,157708
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,14,152898
48-taxon,estimated-genetrees/0.5X-1000-500,MP,15,153599
48-taxon,estimated-genetrees/0.5X-1000-500,MV,15,139361
48-taxon,estimated-genetrees/0.5X-1000-500,OG,15,167084
48-taxon,estimated-genetrees/0.5X-1000-500,RD,15,160261
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,15,151559
48-taxon,estimated-genetrees/0.5X-1000-500,MP,16,149907
48-taxon,estimated-genetrees/0.5X-1000-500,MV,16,129395
48-taxon,estimated-genetrees/0.5X-1000-500,OG,16,177011
48-taxon,estimated-genetrees/0.5X-1000-500,RD,16,157675
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,16,159347
48-taxon,estimated-genetrees/0.5X-1000-500,MP,17,154098
48-taxon,estimated-genetrees/0.5X-1000-500,MV,17,148298
48-taxon,estimated-genetrees/0.5X-1000-500,OG,17,160206
48-taxon,estimated-genetrees/0.5X-1000-500,RD,17,147669
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,17,160154
48-taxon,estimated-genetrees/0.5X-1000-500,MP,18,145824
48-taxon,estimated-genetrees/0.5X-1000-500,MV,18,133680
48-taxon,estimated-genetrees/0.5X-1000-500,OG,18,165302
48-taxon,estimated-genetrees/0.5X-1000-500,RD,18,156523
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,18,152990
48-taxon,estimated-genetrees/0.5X-1000-500,MP,19,140837
48-taxon,estimated-genetrees/0.5X-1000-500,MV,19,137868
48-taxon,estimated-genetrees/0.5X-1000-500,OG,19,170927
48-taxon,estimated-genetrees/0.5X-1000-500,RD,19,158969
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,19,147570
48-taxon,estimated-genetrees/0.5X-1000-500,MP,20,157806
48-taxon,estimated-genetrees/0.5X-1000-500,MV,20,139281
48-taxon,estimated-genetrees/0.5X-1000-500,OG,20,172674
48-taxon,estimated-genetrees/0.5X-1000-500,RD,20,162528
48-taxon,estimated-genetrees/0.5X-1000-500,RAND,20,155680
48-taxon,estimated-genetrees/1X-25-500,MP,1,155860
48-taxon,estimated-genetrees/1X-25-500,MV,1,159460
48-taxon,estimated-genetrees/1X-25-500,OG,1,155293
48-taxon,estimated-genetrees/1X-25-500,RD,1,165564
48-taxon,estimated-genetrees/1X-25-500,RAND,1,156062
48-taxon,estimated-genetrees/1X-25-500,MP,2,138599
48-taxon,estimated-genetrees/1X-25-500,MV,2,137687
48-taxon,estimated-genetrees/1X-25-500,OG,2,146568
48-taxon,estimated-genetrees/1X-25-500,RD,2,141843
48-taxon,estimated-genetrees/1X-25-500,RAND,2,142168
48-taxon,estimated-genetrees/1X-25-500,MP,3,141758
48-taxon,estimated-genetrees/1X-25-500,MV,3,146090
48-taxon,estimated-genetrees/1X-25-500,OG,3,141837
48-taxon,estimated-genetrees/1X-25-500,RD,3,146314
48-taxon,estimated-genetrees/1X-25-500,RAND,3,147392
48-taxon,estimated-genetrees/1X-25-500,MP,4,143433
48-taxon,estimated-genetrees/1X-25-500,MV,4,143433
48-taxon,estimated-genetrees/1X-25-500,OG,4,143078
48-taxon,estimated-genetrees/1X-25-500,RD,4,143191
48-taxon,estimated-genetrees/1X-25-500,RAND,4,143067
48-taxon,estimated-genetrees/1X-25-500,MP,5,137586
48-taxon,estimated-genetrees/1X-25-500,MV,5,136944
48-taxon,estimated-genetrees/1X-25-500,OG,5,143277
48-taxon,estimated-genetrees/1X-25-500,RD,5,144670
48-taxon,estimated-genetrees/1X-25-500,RAND,5,143349
48-taxon,estimated-genetrees/1X-25-500,MP,6,158857
48-taxon,estimated-genetrees/1X-25-500,MV,6,158857
48-taxon,estimated-genetrees/1X-25-500,OG,6,158900
48-taxon,estimated-genetrees/1X-25-500,RD,6,153636
48-taxon,estimated-genetrees/1X-25-500,RAND,6,141334
48-taxon,estimated-genetrees/1X-25-500,MP,7,144845
48-taxon,estimated-genetrees/1X-25-500,MV,7,145870
48-taxon,estimated-genetrees/1X-25-500,OG,7,150049
48-taxon,estimated-genetrees/1X-25-500,RD,7,145451
48-taxon,estimated-genetrees/1X-25-500,RAND,7,142023
48-taxon,estimated-genetrees/1X-25-500,MP,8,152779
48-taxon,estimated-genetrees/1X-25-500,MV,8,151838
48-taxon,estimated-genetrees/1X-25-500,OG,8,146961
48-taxon,estimated-genetrees/1X-25-500,RD,8,152221
48-taxon,estimated-genetrees/1X-25-500,RAND,8,152266
48-taxon,estimated-genetrees/1X-25-500,MP,9,142502
48-taxon,estimated-genetrees/1X-25-500,MV,9,144308
48-taxon,estimated-genetrees/1X-25-500,OG,9,142321
48-taxon,estimated-genetrees/1X-25-500,RD,9,137496
48-taxon,estimated-genetrees/1X-25-500,RAND,9,150077
48-taxon,estimated-genetrees/1X-25-500,MP,10,142521
48-taxon,estimated-genetrees/1X-25-500,MV,10,132782
48-taxon,estimated-genetrees/1X-25-500,OG,10,150641
48-taxon,estimated-genetrees/1X-25-500,RD,10,148405
48-taxon,estimated-genetrees/1X-25-500,RAND,10,138635
48-taxon,estimated-genetrees/1X-25-500,MP,11,143047
48-taxon,estimated-genetrees/1X-25-500,MV,11,134946
48-taxon,estimated-genetrees/1X-25-500,OG,11,147832
48-taxon,estimated-genetrees/1X-25-500,RD,11,139154
48-taxon,estimated-genetrees/1X-25-500,RAND,11,143598
48-taxon,estimated-genetrees/1X-25-500,MP,12,139571
48-taxon,estimated-genetrees/1X-25-500,MV,12,139526
48-taxon,estimated-genetrees/1X-25-500,OG,12,141011
48-taxon,estimated-genetrees/1X-25-500,RD,12,139081
48-taxon,estimated-genetrees/1X-25-500,RAND,12,140306
48-taxon,estimated-genetrees/1X-25-500,MP,13,143384
48-taxon,estimated-genetrees/1X-25-500,MV,13,139531
48-taxon,estimated-genetrees/1X-25-500,OG,13,149735
48-taxon,estimated-genetrees/1X-25-500,RD,13,150626
48-taxon,estimated-genetrees/1X-25-500,RAND,13,156282
48-taxon,estimated-genetrees/1X-25-500,MP,14,141840
48-taxon,estimated-genetrees/1X-25-500,MV,14,141623
48-taxon,estimated-genetrees/1X-25-500,OG,14,142540
48-taxon,estimated-genetrees/1X-25-500,RD,14,136684
48-taxon,estimated-genetrees/1X-25-500,RAND,14,150810
48-taxon,estimated-genetrees/1X-25-500,MP,15,138373
48-taxon,estimated-genetrees/1X-25-500,MV,15,138249
48-taxon,estimated-genetrees/1X-25-500,OG,15,151367
48-taxon,estimated-genetrees/1X-25-500,RD,15,137429
48-taxon,estimated-genetrees/1X-25-500,RAND,15,147850
48-taxon,estimated-genetrees/1X-25-500,MP,16,148248
48-taxon,estimated-genetrees/1X-25-500,MV,16,142515
48-taxon,estimated-genetrees/1X-25-500,OG,16,152331
48-taxon,estimated-genetrees/1X-25-500,RD,16,156840
48-taxon,estimated-genetrees/1X-25-500,RAND,16,148297
48-taxon,estimated-genetrees/1X-25-500,MP,17,133500
48-taxon,estimated-genetrees/1X-25-500,MV,17,136227
48-taxon,estimated-genetrees/1X-25-500,OG,17,141960
48-taxon,estimated-genetrees/1X-25-500,RD,17,147545
48-taxon,estimated-genetrees/1X-25-500,RAND,17,137796
48-taxon,estimated-genetrees/1X-25-500,MP,18,127873
48-taxon,estimated-genetrees/1X-25-500,MV,18,129870
48-taxon,estimated-genetrees/1X-25-500,OG,18,141553
48-taxon,estimated-genetrees/1X-25-500,RD,18,134391
48-taxon,estimated-genetrees/1X-25-500,RAND,18,132318
48-taxon,estimated-genetrees/1X-25-500,MP,19,145155
48-taxon,estimated-genetrees/1X-25-500,MV,19,132170
48-taxon,estimated-genetrees/1X-25-500,OG,19,145020
48-taxon,estimated-genetrees/1X-25-500,RD,19,168317
48-taxon,estimated-genetrees/1X-25-500,RAND,19,164841
48-taxon,estimated-genetrees/1X-25-500,MP,20,145418
48-taxon,estimated-genetrees/1X-25-500,MV,20,145418
48-taxon,estimated-genetrees/1X-25-500,OG,20,149724
48-taxon,estimated-genetrees/1X-25-500,RD,20,138983
48-taxon,estimated-genetrees/1X-25-500,RAND,20,140471
48-taxon,estimated-genetrees/1X-50-500,MP,1,166704
48-taxon,estimated-genetrees/1X-50-500,MV,1,168189
48-taxon,estimated-genetrees/1X-50-500,OG,1,154273
48-taxon,estimated-genetrees/1X-50-500,RD,1,164338
48-taxon,estimated-genetrees/1X-50-500,RAND,1,148323
48-taxon,estimated-genetrees/1X-50-500,MP,2,145137
48-taxon,estimated-genetrees/1X-50-500,MV,2,145137
48-taxon,estimated-genetrees/1X-50-500,OG,2,138747
48-taxon,estimated-genetrees/1X-50-500,RD,2,151578
48-taxon,estimated-genetrees/1X-50-500,RAND,2,141443
48-taxon,estimated-genetrees/1X-50-500,MP,3,144506
48-taxon,estimated-genetrees/1X-50-500,MV,3,144506
48-taxon,estimated-genetrees/1X-50-500,OG,3,142820
48-taxon,estimated-genetrees/1X-50-500,RD,3,145651
48-taxon,estimated-genetrees/1X-50-500,RAND,3,135020
48-taxon,estimated-genetrees/1X-50-500,MP,4,146275
48-taxon,estimated-genetrees/1X-50-500,MV,4,146275
48-taxon,estimated-genetrees/1X-50-500,OG,4,148049
48-taxon,estimated-genetrees/1X-50-500,RD,4,151982
48-taxon,estimated-genetrees/1X-50-500,RAND,4,144866
48-taxon,estimated-genetrees/1X-50-500,MP,5,138298
48-taxon,estimated-genetrees/1X-50-500,MV,5,137547
48-taxon,estimated-genetrees/1X-50-500,OG,5,147836
48-taxon,estimated-genetrees/1X-50-500,RD,5,149582
48-taxon,estimated-genetrees/1X-50-500,RAND,5,154983
48-taxon,estimated-genetrees/1X-50-500,MP,6,146257
48-taxon,estimated-genetrees/1X-50-500,MV,6,154245
48-taxon,estimated-genetrees/1X-50-500,OG,6,143729
48-taxon,estimated-genetrees/1X-50-500,RD,6,151880
48-taxon,estimated-genetrees/1X-50-500,RAND,6,154916
48-taxon,estimated-genetrees/1X-50-500,MP,7,161974
48-taxon,estimated-genetrees/1X-50-500,MV,7,161993
48-taxon,estimated-genetrees/1X-50-500,OG,7,149961
48-taxon,estimated-genetrees/1X-50-500,RD,7,145549
48-taxon,estimated-genetrees/1X-50-500,RAND,7,146963
48-taxon,estimated-genetrees/1X-50-500,MP,8,161479
48-taxon,estimated-genetrees/1X-50-500,MV,8,161479
48-taxon,estimated-genetrees/1X-50-500,OG,8,159332
48-taxon,estimated-genetrees/1X-50-500,RD,8,152250
48-taxon,estimated-genetrees/1X-50-500,RAND,8,155774
48-taxon,estimated-genetrees/1X-50-500,MP,9,144199
48-taxon,estimated-genetrees/1X-50-500,MV,9,144466
48-taxon,estimated-genetrees/1X-50-500,OG,9,143293
48-taxon,estimated-genetrees/1X-50-500,RD,9,151609
48-taxon,estimated-genetrees/1X-50-500,RAND,9,137912
48-taxon,estimated-genetrees/1X-50-500,MP,10,140871
48-taxon,estimated-genetrees/1X-50-500,MV,10,132413
48-taxon,estimated-genetrees/1X-50-500,OG,10,156385
48-taxon,estimated-genetrees/1X-50-500,RD,10,157797
48-taxon,estimated-genetrees/1X-50-500,RAND,10,136194
48-taxon,estimated-genetrees/1X-50-500,MP,11,142081
48-taxon,estimated-genetrees/1X-50-500,MV,11,142105
48-taxon,estimated-genetrees/1X-50-500,OG,11,141015
48-taxon,estimated-genetrees/1X-50-500,RD,11,144088
48-taxon,estimated-genetrees/1X-50-500,RAND,11,148491
48-taxon,estimated-genetrees/1X-50-500,MP,12,141305
48-taxon,estimated-genetrees/1X-50-500,MV,12,139632
48-taxon,estimated-genetrees/1X-50-500,OG,12,142901
48-taxon,estimated-genetrees/1X-50-500,RD,12,144805
48-taxon,estimated-genetrees/1X-50-500,RAND,12,149621
48-taxon,estimated-genetrees/1X-50-500,MP,13,142049
48-taxon,estimated-genetrees/1X-50-500,MV,13,141800
48-taxon,estimated-genetrees/1X-50-500,OG,13,151115
48-taxon,estimated-genetrees/1X-50-500,RD,13,142104
48-taxon,estimated-genetrees/1X-50-500,RAND,13,145001
48-taxon,estimated-genetrees/1X-50-500,MP,14,142008
48-taxon,estimated-genetrees/1X-50-500,MV,14,134916
48-taxon,estimated-genetrees/1X-50-500,OG,14,145110
48-taxon,estimated-genetrees/1X-50-500,RD,14,139783
48-taxon,estimated-genetrees/1X-50-500,RAND,14,142482
48-taxon,estimated-genetrees/1X-50-500,MP,15,140651
48-taxon,estimated-genetrees/1X-50-500,MV,15,140251
48-taxon,estimated-genetrees/1X-50-500,OG,15,146765
48-taxon,estimated-genetrees/1X-50-500,RD,15,139608
48-taxon,estimated-genetrees/1X-50-500,RAND,15,146616
48-taxon,estimated-genetrees/1X-50-500,MP,16,147947
48-taxon,estimated-genetrees/1X-50-500,MV,16,140136
48-taxon,estimated-genetrees/1X-50-500,OG,16,145936
48-taxon,estimated-genetrees/1X-50-500,RD,16,156324
48-taxon,estimated-genetrees/1X-50-500,RAND,16,152732
48-taxon,estimated-genetrees/1X-50-500,MP,17,139456
48-taxon,estimated-genetrees/1X-50-500,MV,17,136385
48-taxon,estimated-genetrees/1X-50-500,OG,17,148628
48-taxon,estimated-genetrees/1X-50-500,RD,17,149367
48-taxon,estimated-genetrees/1X-50-500,RAND,17,140314
48-taxon,estimated-genetrees/1X-50-500,MP,18,142248
48-taxon,estimated-genetrees/1X-50-500,MV,18,140125
48-taxon,estimated-genetrees/1X-50-500,OG,18,145417
48-taxon,estimated-genetrees/1X-50-500,RD,18,138940
48-taxon,estimated-genetrees/1X-50-500,RAND,18,145629
48-taxon,estimated-genetrees/1X-50-500,MP,19,149781
48-taxon,estimated-genetrees/1X-50-500,MV,19,140114
48-taxon,estimated-genetrees/1X-50-500,OG,19,150281
48-taxon,estimated-genetrees/1X-50-500,RD,19,152058
48-taxon,estimated-genetrees/1X-50-500,RAND,19,138051
48-taxon,estimated-genetrees/1X-50-500,MP,20,136340
48-taxon,estimated-genetrees/1X-50-500,MV,20,143639
48-taxon,estimated-genetrees/1X-50-500,OG,20,158361
48-taxon,estimated-genetrees/1X-50-500,RD,20,149394
48-taxon,estimated-genetrees/1X-50-500,RAND,20,151600
48-taxon,estimated-genetrees/1X-100-500,MP,1,160998
48-taxon,estimated-genetrees/1X-100-500,MV,1,168283
48-taxon,estimated-genetrees/1X-100-500,OG,1,159501
48-taxon,estimated-genetrees/1X-100-500,RD,1,159376
48-taxon,estimated-genetrees/1X-100-500,RAND,1,164177
48-taxon,estimated-genetrees/1X-100-500,MP,2,150388
48-taxon,estimated-genetrees/1X-100-500,MV,2,150406
48-taxon,estimated-genetrees/1X-100-500,OG,2,154541
48-taxon,estimated-genetrees/1X-100-500,RD,2,156573
48-taxon,estimated-genetrees/1X-100-500,RAND,2,147119
48-taxon,estimated-genetrees/1X-100-500,MP,3,146274
48-taxon,estimated-genetrees/1X-100-500,MV,3,149353
48-taxon,estimated-genetrees/1X-100-500,OG,3,149908
48-taxon,estimated-genetrees/1X-100-500,RD,3,149893
48-taxon,estimated-genetrees/1X-100-500,RAND,3,145803
48-taxon,estimated-genetrees/1X-100-500,MP,4,148095
48-taxon,estimated-genetrees/1X-100-500,MV,4,147235
48-taxon,estimated-genetrees/1X-100-500,OG,4,144176
48-taxon,estimated-genetrees/1X-100-500,RD,4,148904
48-taxon,estimated-genetrees/1X-100-500,RAND,4,145250
48-taxon,estimated-genetrees/1X-100-500,MP,5,138558
48-taxon,estimated-genetrees/1X-100-500,MV,5,135463
48-taxon,estimated-genetrees/1X-100-500,OG,5,149786
48-taxon,estimated-genetrees/1X-100-500,RD,5,159808
48-taxon,estimated-genetrees/1X-100-500,RAND,5,152424
48-taxon,estimated-genetrees/1X-100-500,MP,6,158063
48-taxon,estimated-genetrees/1X-100-500,MV,6,158079
48-taxon,estimated-genetrees/1X-100-500,OG,6,157182
48-taxon,estimated-genetrees/1X-100-500,RD,6,145353
48-taxon,estimated-genetrees/1X-100-500,RAND,6,147594
48-taxon,estimated-genetrees/1X-100-500,MP,7,147635
48-taxon,estimated-genetrees/1X-100-500,MV,7,147635
48-taxon,estimated-genetrees/1X-100-500,OG,7,155961
48-taxon,estimated-genetrees/1X-100-500,RD,7,155916
48-taxon,estimated-genetrees/1X-100-500,RAND,7,156317
48-taxon,estimated-genetrees/1X-100-500,MP,8,166086
48-taxon,estimated-genetrees/1X-100-500,MV,8,166086
48-taxon,estimated-genetrees/1X-100-500,OG,8,161758
48-taxon,estimated-genetrees/1X-100-500,RD,8,158278
48-taxon,estimated-genetrees/1X-100-500,RAND,8,153702
48-taxon,estimated-genetrees/1X-100-500,MP,9,148650
48-taxon,estimated-genetrees/1X-100-500,MV,9,149866
48-taxon,estimated-genetrees/1X-100-500,OG,9,152322
48-taxon,estimated-genetrees/1X-100-500,RD,9,159320
48-taxon,estimated-genetrees/1X-100-500,RAND,9,158308
48-taxon,estimated-genetrees/1X-100-500,MP,10,139961
48-taxon,estimated-genetrees/1X-100-500,MV,10,134770
48-taxon,estimated-genetrees/1X-100-500,OG,10,165224
48-taxon,estimated-genetrees/1X-100-500,RD,10,155987
48-taxon,estimated-genetrees/1X-100-500,RAND,10,161557
48-taxon,estimated-genetrees/1X-100-500,MP,11,141520
48-taxon,estimated-genetrees/1X-100-500,MV,11,136236
48-taxon,estimated-genetrees/1X-100-500,OG,11,144919
48-taxon,estimated-genetrees/1X-100-500,RD,11,142467
48-taxon,estimated-genetrees/1X-100-500,RAND,11,144392
48-taxon,estimated-genetrees/1X-100-500,MP,12,137204
48-taxon,estimated-genetrees/1X-100-500,MV,12,140311
48-taxon,estimated-genetrees/1X-100-500,OG,12,139683
48-taxon,estimated-genetrees/1X-100-500,RD,12,152609
48-taxon,estimated-genetrees/1X-100-500,RAND,12,140810
48-taxon,estimated-genetrees/1X-100-500,MP,13,149456
48-taxon,estimated-genetrees/1X-100-500,MV,13,143520
48-taxon,estimated-genetrees/1X-100-500,OG,13,147132
48-taxon,estimated-genetrees/1X-100-500,RD,13,153307
48-taxon,estimated-genetrees/1X-100-500,RAND,13,148190
48-taxon,estimated-genetrees/1X-100-500,MP,14,148057
48-taxon,estimated-genetrees/1X-100-500,MV,14,137420
48-taxon,estimated-genetrees/1X-100-500,OG,14,139912
48-taxon,estimated-genetrees/1X-100-500,RD,14,161183
48-taxon,estimated-genetrees/1X-100-500,RAND,14,142601
48-taxon,estimated-genetrees/1X-100-500,MP,15,139300
48-taxon,estimated-genetrees/1X-100-500,MV,15,148909
48-taxon,estimated-genetrees/1X-100-500,OG,15,158251
48-taxon,estimated-genetrees/1X-100-500,RD,15,149078
48-taxon,estimated-genetrees/1X-100-500,RAND,15,149602
48-taxon,estimated-genetrees/1X-100-500,MP,16,139623
48-taxon,estimated-genetrees/1X-100-500,MV,16,133997
48-taxon,estimated-genetrees/1X-100-500,OG,16,162992
48-taxon,estimated-genetrees/1X-100-500,RD,16,155122
48-taxon,estimated-genetrees/1X-100-500,RAND,16,143768
48-taxon,estimated-genetrees/1X-100-500,MP,17,140418
48-taxon,estimated-genetrees/1X-100-500,MV,17,136910
48-taxon,estimated-genetrees/1X-100-500,OG,17,144219
48-taxon,estimated-genetrees/1X-100-500,RD,17,157105
48-taxon,estimated-genetrees/1X-100-500,RAND,17,149306
48-taxon,estimated-genetrees/1X-100-500,MP,18,141212
48-taxon,estimated-genetrees/1X-100-500,MV,18,132373
48-taxon,estimated-genetrees/1X-100-500,OG,18,149542
48-taxon,estimated-genetrees/1X-100-500,RD,18,146680
48-taxon,estimated-genetrees/1X-100-500,RAND,18,142293
48-taxon,estimated-genetrees/1X-100-500,MP,19,147198
48-taxon,estimated-genetrees/1X-100-500,MV,19,140858
48-taxon,estimated-genetrees/1X-100-500,OG,19,151901
48-taxon,estimated-genetrees/1X-100-500,RD,19,161901
48-taxon,estimated-genetrees/1X-100-500,RAND,19,158202
48-taxon,estimated-genetrees/1X-100-500,MP,20,143335
48-taxon,estimated-genetrees/1X-100-500,MV,20,136381
48-taxon,estimated-genetrees/1X-100-500,OG,20,159415
48-taxon,estimated-genetrees/1X-100-500,RD,20,157534
48-taxon,estimated-genetrees/1X-100-500,RAND,20,152009
48-taxon,estimated-genetrees/1X-200-500,MP,1,166400
48-taxon,estimated-genetrees/1X-200-500,MV,1,166400
48-taxon,estimated-genetrees/1X-200-500,MP,2,159225
48-taxon,estimated-genetrees/1X-200-500,MV,2,164588
48-taxon,estimated-genetrees/1X-200-500,MP,3,156612
48-taxon,estimated-genetrees/1X-200-500,MV,3,156826
48-taxon,estimated-genetrees/1X-200-500,MP,4,166777
48-taxon,estimated-genetrees/1X-200-500,MV,4,166777
48-taxon,estimated-genetrees/1X-200-500,MP,5,149349
48-taxon,estimated-genetrees/1X-200-500,MV,5,145168
48-taxon,estimated-genetrees/1X-200-500,MP,6,161994
48-taxon,estimated-genetrees/1X-200-500,MV,6,161994
48-taxon,estimated-genetrees/1X-200-500,MP,7,163560
48-taxon,estimated-genetrees/1X-200-500,MV,7,157522
48-taxon,estimated-genetrees/1X-200-500,MP,8,153529
48-taxon,estimated-genetrees/1X-200-500,MV,8,160489
48-taxon,estimated-genetrees/1X-200-500,MP,9,144911
48-taxon,estimated-genetrees/1X-200-500,MV,9,144782
48-taxon,estimated-genetrees/1X-200-500,MP,10,147309
48-taxon,estimated-genetrees/1X-200-500,MV,10,138056
48-taxon,estimated-genetrees/1X-200-500,MP,11,147427
48-taxon,estimated-genetrees/1X-200-500,MV,11,136746
48-taxon,estimated-genetrees/1X-200-500,MP,12,144304
48-taxon,estimated-genetrees/1X-200-500,MV,12,139983
48-taxon,estimated-genetrees/1X-200-500,MP,13,146108
48-taxon,estimated-genetrees/1X-200-500,MV,13,141038
48-taxon,estimated-genetrees/1X-200-500,MP,14,150116
48-taxon,estimated-genetrees/1X-200-500,MV,14,141750
48-taxon,estimated-genetrees/1X-200-500,MP,15,150256
48-taxon,estimated-genetrees/1X-200-500,MV,15,141171
48-taxon,estimated-genetrees/1X-200-500,MP,16,147980
48-taxon,estimated-genetrees/1X-200-500,MV,16,135428
48-taxon,estimated-genetrees/1X-200-500,MP,17,143319
48-taxon,estimated-genetrees/1X-200-500,MV,17,139723
48-taxon,estimated-genetrees/1X-200-500,MP,18,144288
48-taxon,estimated-genetrees/1X-200-500,MV,18,134511
48-taxon,estimated-genetrees/1X-200-500,MP,19,154515
48-taxon,estimated-genetrees/1X-200-500,MV,19,148130
48-taxon,estimated-genetrees/1X-200-500,MP,20,143457
48-taxon,estimated-genetrees/1X-200-500,MV,20,135833
48-taxon,estimated-genetrees/1X-500-500,MP,1,171701
48-taxon,estimated-genetrees/1X-500-500,MV,1,171701
48-taxon,estimated-genetrees/1X-500-500,OG,1,172070
48-taxon,estimated-genetrees/1X-500-500,RD,1,161994
48-taxon,estimated-genetrees/1X-500-500,RAND,1,153018
48-taxon,estimated-genetrees/1X-500-500,MP,2,167155
48-taxon,estimated-genetrees/1X-500-500,MV,2,171999
48-taxon,estimated-genetrees/1X-500-500,OG,2,164151
48-taxon,estimated-genetrees/1X-500-500,RD,2,158148
48-taxon,estimated-genetrees/1X-500-500,RAND,2,158132
48-taxon,estimated-genetrees/1X-500-500,MP,3,171873
48-taxon,estimated-genetrees/1X-500-500,MV,3,175237
48-taxon,estimated-genetrees/1X-500-500,OG,3,174269
48-taxon,estimated-genetrees/1X-500-500,RD,3,167397
48-taxon,estimated-genetrees/1X-500-500,RAND,3,164029
48-taxon,estimated-genetrees/1X-500-500,MP,4,160602
48-taxon,estimated-genetrees/1X-500-500,MV,4,170419
48-taxon,estimated-genetrees/1X-500-500,OG,4,176861
48-taxon,estimated-genetrees/1X-500-500,RD,4,161880
48-taxon,estimated-genetrees/1X-500-500,RAND,4,150979
48-taxon,estimated-genetrees/1X-500-500,MP,5,151764
48-taxon,estimated-genetrees/1X-500-500,MV,5,136437
48-taxon,estimated-genetrees/1X-500-500,OG,5,171879
48-taxon,estimated-genetrees/1X-500-500,RD,5,164389
48-taxon,estimated-genetrees/1X-500-500,RAND,5,152518
48-taxon,estimated-genetrees/1X-500-500,MP,6,157155
48-taxon,estimated-genetrees/1X-500-500,MV,6,159867
48-taxon,estimated-genetrees/1X-500-500,OG,6,160050
48-taxon,estimated-genetrees/1X-500-500,RD,6,157018
48-taxon,estimated-genetrees/1X-500-500,RAND,6,148004
48-taxon,estimated-genetrees/1X-500-500,MP,7,165994
48-taxon,estimated-genetrees/1X-500-500,MV,7,178742
48-taxon,estimated-genetrees/1X-500-500,OG,7,167695
48-taxon,estimated-genetrees/1X-500-500,RD,7,164999
48-taxon,estimated-genetrees/1X-500-500,RAND,7,164318
48-taxon,estimated-genetrees/1X-500-500,MP,8,160345
48-taxon,estimated-genetrees/1X-500-500,MV,8,160345
48-taxon,estimated-genetrees/1X-500-500,OG,8,170163
48-taxon,estimated-genetrees/1X-500-500,RD,8,161794
48-taxon,estimated-genetrees/1X-500-500,RAND,8,160757
48-taxon,estimated-genetrees/1X-500-500,MP,9,167638
48-taxon,estimated-genetrees/1X-500-500,MV,9,167789
48-taxon,estimated-genetrees/1X-500-500,OG,9,171721
48-taxon,estimated-genetrees/1X-500-500,RD,9,161451
48-taxon,estimated-genetrees/1X-500-500,RAND,9,156891
48-taxon,estimated-genetrees/1X-500-500,MP,10,152092
48-taxon,estimated-genetrees/1X-500-500,MV,10,139059
48-taxon,estimated-genetrees/1X-500-500,OG,10,168426
48-taxon,estimated-genetrees/1X-500-500,RD,10,158926
48-taxon,estimated-genetrees/1X-500-500,RAND,10,147804
48-taxon,estimated-genetrees/1X-500-500,MP,11,155906
48-taxon,estimated-genetrees/1X-500-500,MV,11,139721
48-taxon,estimated-genetrees/1X-500-500,OG,11,163517
48-taxon,estimated-genetrees/1X-500-500,RD,11,163227
48-taxon,estimated-genetrees/1X-500-500,RAND,11,153271
48-taxon,estimated-genetrees/1X-500-500,MP,12,148947
48-taxon,estimated-genetrees/1X-500-500,MV,12,141169
48-taxon,estimated-genetrees/1X-500-500,OG,12,172962
48-taxon,estimated-genetrees/1X-500-500,RD,12,162284
48-taxon,estimated-genetrees/1X-500-500,RAND,12,159082
48-taxon,estimated-genetrees/1X-500-500,MP,13,147474
48-taxon,estimated-genetrees/1X-500-500,MV,13,141566
48-taxon,estimated-genetrees/1X-500-500,OG,13,174895
48-taxon,estimated-genetrees/1X-500-500,RD,13,161494
48-taxon,estimated-genetrees/1X-500-500,RAND,13,161676
48-taxon,estimated-genetrees/1X-500-500,MP,14,152668
48-taxon,estimated-genetrees/1X-500-500,MV,14,137078
48-taxon,estimated-genetrees/1X-500-500,OG,14,179427
48-taxon,estimated-genetrees/1X-500-500,RD,14,167631
